,Emoji,Unicode,Hex
1230,🕺🏻,b'\\U0001f57a\\U0001f3fb',b'\xf0\x9f\x95\xba\xf0\x9f\x8f\xbb'
1231,🕺🏼,b'\\U0001f57a\\U0001f3fc',b'\xf0\x9f\x95\xba\xf0\x9f\x8f\xbc'
1232,🕺🏽,b'\\U0001f57a\\U0001f3fd',b'\xf0\x9f\x95\xba\xf0\x9f\x8f\xbd'
1233,🕺🏾,b'\\U0001f57a\\U0001f3fe',b'\xf0\x9f\x95\xba\xf0\x9f\x8f\xbe'
1234,🕺🏿,b'\\U0001f57a\\U0001f3ff',b'\xf0\x9f\x95\xba\xf0\x9f\x8f\xbf'
1235,🕴🏻,b'\\U0001f574\\U0001f3fb',b'\xf0\x9f\x95\xb4\xf0\x9f\x8f\xbb'
1236,🕴🏼,b'\\U0001f574\\U0001f3fc',b'\xf0\x9f\x95\xb4\xf0\x9f\x8f\xbc'
1237,🕴🏽,b'\\U0001f574\\U0001f3fd',b'\xf0\x9f\x95\xb4\xf0\x9f\x8f\xbd'
1238,🕴🏾,b'\\U0001f574\\U0001f3fe',b'\xf0\x9f\x95\xb4\xf0\x9f\x8f\xbe'
1239,🕴🏿,b'\\U0001f574\\U0001f3ff',b'\xf0\x9f\x95\xb4\xf0\x9f\x8f\xbf'
1240,🧖🏻,b'\\U0001f9d6\\U0001f3fb',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbb'
1241,🧖🏼,b'\\U0001f9d6\\U0001f3fc',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbc'
1242,🧖🏽,b'\\U0001f9d6\\U0001f3fd',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbd'
1243,🧖🏾,b'\\U0001f9d6\\U0001f3fe',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbe'
1244,🧖🏿,b'\\U0001f9d6\\U0001f3ff',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbf'
1245,🧖🏻‍♂️,b'\\U0001f9d6\\U0001f3fb\\u200d\\u2642\\ufe0f',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1246,🧖🏼‍♂️,b'\\U0001f9d6\\U0001f3fc\\u200d\\u2642\\ufe0f',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1247,🧖🏽‍♂️,b'\\U0001f9d6\\U0001f3fd\\u200d\\u2642\\ufe0f',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1248,🧖🏾‍♂️,b'\\U0001f9d6\\U0001f3fe\\u200d\\u2642\\ufe0f',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1249,🧖🏿‍♂️,b'\\U0001f9d6\\U0001f3ff\\u200d\\u2642\\ufe0f',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1250,🧖🏻‍♀️,b'\\U0001f9d6\\U0001f3fb\\u200d\\u2640\\ufe0f',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1251,🧖🏼‍♀️,b'\\U0001f9d6\\U0001f3fc\\u200d\\u2640\\ufe0f',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1252,🧖🏽‍♀️,b'\\U0001f9d6\\U0001f3fd\\u200d\\u2640\\ufe0f',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1253,🧖🏾‍♀️,b'\\U0001f9d6\\U0001f3fe\\u200d\\u2640\\ufe0f',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1254,🧖🏿‍♀️,b'\\U0001f9d6\\U0001f3ff\\u200d\\u2640\\ufe0f',b'\xf0\x9f\xa7\x96\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1255,🧗🏻,b'\\U0001f9d7\\U0001f3fb',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbb'
1256,🧗🏼,b'\\U0001f9d7\\U0001f3fc',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbc'
1257,🧗🏽,b'\\U0001f9d7\\U0001f3fd',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbd'
1258,🧗🏾,b'\\U0001f9d7\\U0001f3fe',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbe'
1259,🧗🏿,b'\\U0001f9d7\\U0001f3ff',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbf'
1260,🧗🏻‍♂️,b'\\U0001f9d7\\U0001f3fb\\u200d\\u2642\\ufe0f',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1261,🧗🏼‍♂️,b'\\U0001f9d7\\U0001f3fc\\u200d\\u2642\\ufe0f',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1262,🧗🏽‍♂️,b'\\U0001f9d7\\U0001f3fd\\u200d\\u2642\\ufe0f',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1263,🧗🏾‍♂️,b'\\U0001f9d7\\U0001f3fe\\u200d\\u2642\\ufe0f',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1264,🧗🏿‍♂️,b'\\U0001f9d7\\U0001f3ff\\u200d\\u2642\\ufe0f',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1265,🧗🏻‍♀️,b'\\U0001f9d7\\U0001f3fb\\u200d\\u2640\\ufe0f',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1266,🧗🏼‍♀️,b'\\U0001f9d7\\U0001f3fc\\u200d\\u2640\\ufe0f',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1267,🧗🏽‍♀️,b'\\U0001f9d7\\U0001f3fd\\u200d\\u2640\\ufe0f',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1268,🧗🏾‍♀️,b'\\U0001f9d7\\U0001f3fe\\u200d\\u2640\\ufe0f',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1269,🧗🏿‍♀️,b'\\U0001f9d7\\U0001f3ff\\u200d\\u2640\\ufe0f',b'\xf0\x9f\xa7\x97\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1270,🏇🏻,b'\\U0001f3c7\\U0001f3fb',b'\xf0\x9f\x8f\x87\xf0\x9f\x8f\xbb'
1271,🏇🏼,b'\\U0001f3c7\\U0001f3fc',b'\xf0\x9f\x8f\x87\xf0\x9f\x8f\xbc'
1272,🏇🏽,b'\\U0001f3c7\\U0001f3fd',b'\xf0\x9f\x8f\x87\xf0\x9f\x8f\xbd'
1273,🏇🏾,b'\\U0001f3c7\\U0001f3fe',b'\xf0\x9f\x8f\x87\xf0\x9f\x8f\xbe'
1274,🏇🏿,b'\\U0001f3c7\\U0001f3ff',b'\xf0\x9f\x8f\x87\xf0\x9f\x8f\xbf'
1275,🏂🏻,b'\\U0001f3c2\\U0001f3fb',b'\xf0\x9f\x8f\x82\xf0\x9f\x8f\xbb'
1276,🏂🏼,b'\\U0001f3c2\\U0001f3fc',b'\xf0\x9f\x8f\x82\xf0\x9f\x8f\xbc'
1277,🏂🏽,b'\\U0001f3c2\\U0001f3fd',b'\xf0\x9f\x8f\x82\xf0\x9f\x8f\xbd'
1278,🏂🏾,b'\\U0001f3c2\\U0001f3fe',b'\xf0\x9f\x8f\x82\xf0\x9f\x8f\xbe'
1279,🏂🏿,b'\\U0001f3c2\\U0001f3ff',b'\xf0\x9f\x8f\x82\xf0\x9f\x8f\xbf'
1280,🏌🏻,b'\\U0001f3cc\\U0001f3fb',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbb'
1281,🏌🏼,b'\\U0001f3cc\\U0001f3fc',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbc'
1282,🏌🏽,b'\\U0001f3cc\\U0001f3fd',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbd'
1283,🏌🏾,b'\\U0001f3cc\\U0001f3fe',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbe'
1284,🏌🏿,b'\\U0001f3cc\\U0001f3ff',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbf'
1285,🏌🏻‍♂️,b'\\U0001f3cc\\U0001f3fb\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1286,🏌🏼‍♂️,b'\\U0001f3cc\\U0001f3fc\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1287,🏌🏽‍♂️,b'\\U0001f3cc\\U0001f3fd\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1288,🏌🏾‍♂️,b'\\U0001f3cc\\U0001f3fe\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1289,🏌🏿‍♂️,b'\\U0001f3cc\\U0001f3ff\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1290,🏌🏻‍♀️,b'\\U0001f3cc\\U0001f3fb\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1291,🏌🏼‍♀️,b'\\U0001f3cc\\U0001f3fc\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1292,🏌🏽‍♀️,b'\\U0001f3cc\\U0001f3fd\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1293,🏌🏾‍♀️,b'\\U0001f3cc\\U0001f3fe\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1294,🏌🏿‍♀️,b'\\U0001f3cc\\U0001f3ff\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1295,🏄🏻,b'\\U0001f3c4\\U0001f3fb',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb'
1296,🏄🏼,b'\\U0001f3c4\\U0001f3fc',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc'
1297,🏄🏽,b'\\U0001f3c4\\U0001f3fd',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd'
1298,🏄🏾,b'\\U0001f3c4\\U0001f3fe',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe'
1299,🏄🏿,b'\\U0001f3c4\\U0001f3ff',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf'
1300,🏄🏻‍♂️,b'\\U0001f3c4\\U0001f3fb\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1301,🏄🏼‍♂️,b'\\U0001f3c4\\U0001f3fc\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1302,🏄🏽‍♂️,b'\\U0001f3c4\\U0001f3fd\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1303,🏄🏾‍♂️,b'\\U0001f3c4\\U0001f3fe\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1304,🏄🏿‍♂️,b'\\U0001f3c4\\U0001f3ff\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1305,🏄🏻‍♀️,b'\\U0001f3c4\\U0001f3fb\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1306,🏄🏼‍♀️,b'\\U0001f3c4\\U0001f3fc\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1307,🏄🏽‍♀️,b'\\U0001f3c4\\U0001f3fd\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1308,🏄🏾‍♀️,b'\\U0001f3c4\\U0001f3fe\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1309,🏄🏿‍♀️,b'\\U0001f3c4\\U0001f3ff\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x84\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1310,🚣🏻,b'\\U0001f6a3\\U0001f3fb',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbb'
1311,🚣🏼,b'\\U0001f6a3\\U0001f3fc',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc'
1312,🚣🏽,b'\\U0001f6a3\\U0001f3fd',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd'
1313,🚣🏾,b'\\U0001f6a3\\U0001f3fe',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe'
1314,🚣🏿,b'\\U0001f6a3\\U0001f3ff',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf'
1315,🚣🏻‍♂️,b'\\U0001f6a3\\U0001f3fb\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1316,🚣🏼‍♂️,b'\\U0001f6a3\\U0001f3fc\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1317,🚣🏽‍♂️,b'\\U0001f6a3\\U0001f3fd\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1318,🚣🏾‍♂️,b'\\U0001f6a3\\U0001f3fe\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1319,🚣🏿‍♂️,b'\\U0001f6a3\\U0001f3ff\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1320,🚣🏻‍♀️,b'\\U0001f6a3\\U0001f3fb\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1321,🚣🏼‍♀️,b'\\U0001f6a3\\U0001f3fc\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1322,🚣🏽‍♀️,b'\\U0001f6a3\\U0001f3fd\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1323,🚣🏾‍♀️,b'\\U0001f6a3\\U0001f3fe\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1324,🚣🏿‍♀️,b'\\U0001f6a3\\U0001f3ff\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x9a\xa3\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1325,🏊🏻,b'\\U0001f3ca\\U0001f3fb',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb'
1326,🏊🏼,b'\\U0001f3ca\\U0001f3fc',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc'
1327,🏊🏽,b'\\U0001f3ca\\U0001f3fd',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd'
1328,🏊🏾,b'\\U0001f3ca\\U0001f3fe',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe'
1329,🏊🏿,b'\\U0001f3ca\\U0001f3ff',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf'
1330,🏊🏻‍♂️,b'\\U0001f3ca\\U0001f3fb\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1331,🏊🏼‍♂️,b'\\U0001f3ca\\U0001f3fc\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1332,🏊🏽‍♂️,b'\\U0001f3ca\\U0001f3fd\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1333,🏊🏾‍♂️,b'\\U0001f3ca\\U0001f3fe\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1334,🏊🏿‍♂️,b'\\U0001f3ca\\U0001f3ff\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1335,🏊🏻‍♀️,b'\\U0001f3ca\\U0001f3fb\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1336,🏊🏼‍♀️,b'\\U0001f3ca\\U0001f3fc\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1337,🏊🏽‍♀️,b'\\U0001f3ca\\U0001f3fd\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1338,🏊🏾‍♀️,b'\\U0001f3ca\\U0001f3fe\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1339,🏊🏿‍♀️,b'\\U0001f3ca\\U0001f3ff\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8a\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1340,⛹🏻,b'\\u26f9\\U0001f3fb',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbb'
1341,⛹🏼,b'\\u26f9\\U0001f3fc',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbc'
1342,⛹🏽,b'\\u26f9\\U0001f3fd',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbd'
1343,⛹🏾,b'\\u26f9\\U0001f3fe',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbe'
1344,⛹🏿,b'\\u26f9\\U0001f3ff',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbf'
1345,⛹🏻‍♂️,b'\\u26f9\\U0001f3fb\\u200d\\u2642\\ufe0f',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1346,⛹🏼‍♂️,b'\\u26f9\\U0001f3fc\\u200d\\u2642\\ufe0f',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1347,⛹🏽‍♂️,b'\\u26f9\\U0001f3fd\\u200d\\u2642\\ufe0f',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1348,⛹🏾‍♂️,b'\\u26f9\\U0001f3fe\\u200d\\u2642\\ufe0f',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1349,⛹🏿‍♂️,b'\\u26f9\\U0001f3ff\\u200d\\u2642\\ufe0f',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1350,⛹🏻‍♀️,b'\\u26f9\\U0001f3fb\\u200d\\u2640\\ufe0f',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1351,⛹🏼‍♀️,b'\\u26f9\\U0001f3fc\\u200d\\u2640\\ufe0f',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1352,⛹🏽‍♀️,b'\\u26f9\\U0001f3fd\\u200d\\u2640\\ufe0f',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1353,⛹🏾‍♀️,b'\\u26f9\\U0001f3fe\\u200d\\u2640\\ufe0f',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1354,⛹🏿‍♀️,b'\\u26f9\\U0001f3ff\\u200d\\u2640\\ufe0f',b'\xe2\x9b\xb9\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1355,🏋🏻,b'\\U0001f3cb\\U0001f3fb',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbb'
1356,🏋🏼,b'\\U0001f3cb\\U0001f3fc',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbc'
1357,🏋🏽,b'\\U0001f3cb\\U0001f3fd',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbd'
1358,🏋🏾,b'\\U0001f3cb\\U0001f3fe',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbe'
1359,🏋🏿,b'\\U0001f3cb\\U0001f3ff',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbf'
1360,🏋🏻‍♂️,b'\\U0001f3cb\\U0001f3fb\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1361,🏋🏼‍♂️,b'\\U0001f3cb\\U0001f3fc\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1362,🏋🏽‍♂️,b'\\U0001f3cb\\U0001f3fd\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1363,🏋🏾‍♂️,b'\\U0001f3cb\\U0001f3fe\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1364,🏋🏿‍♂️,b'\\U0001f3cb\\U0001f3ff\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1365,🏋🏻‍♀️,b'\\U0001f3cb\\U0001f3fb\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1366,🏋🏼‍♀️,b'\\U0001f3cb\\U0001f3fc\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1367,🏋🏽‍♀️,b'\\U0001f3cb\\U0001f3fd\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1368,🏋🏾‍♀️,b'\\U0001f3cb\\U0001f3fe\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1369,🏋🏿‍♀️,b'\\U0001f3cb\\U0001f3ff\\u200d\\u2640\\ufe0f',b'\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbf\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'
1370,🚴🏻,b'\\U0001f6b4\\U0001f3fb',b'\xf0\x9f\x9a\xb4\xf0\x9f\x8f\xbb'
1371,🚴🏼,b'\\U0001f6b4\\U0001f3fc',b'\xf0\x9f\x9a\xb4\xf0\x9f\x8f\xbc'
1372,🚴🏽,b'\\U0001f6b4\\U0001f3fd',b'\xf0\x9f\x9a\xb4\xf0\x9f\x8f\xbd'
1373,🚴🏾,b'\\U0001f6b4\\U0001f3fe',b'\xf0\x9f\x9a\xb4\xf0\x9f\x8f\xbe'
1374,🚴🏿,b'\\U0001f6b4\\U0001f3ff',b'\xf0\x9f\x9a\xb4\xf0\x9f\x8f\xbf'
1375,🚴🏻‍♂️,b'\\U0001f6b4\\U0001f3fb\\u200d\\u2642\\ufe0f',b'\xf0\x9f\x9a\xb4\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
